Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","73","Georgia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-0.543185","Fc","Calculated data",""
"MK","Macro Indicators","73","Georgia","6110","Value US$","22011","Gross National Income","2019","2019","millions","16699.067014","X","International reliable sources",""
"MK","Macro Indicators","73","Georgia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","4178.145829","X","International reliable sources",""
"MK","Macro Indicators","73","Georgia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.276151","Fc","Calculated data",""
"MK","Macro Indicators","73","Georgia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-1.123574","Fc","Calculated data",""
"MK","Macro Indicators","79","Germany","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","3888326.788627","X","International reliable sources",""
"MK","Macro Indicators","79","Germany","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","46557.284069","X","International reliable sources",""
"MK","Macro Indicators","79","Germany","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.236766","Fc","Calculated data",""
"MK","Macro Indicators","79","Germany","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.696367","Fc","Calculated data",""
"MK","Macro Indicators","79","Germany","6110","Value US$","22011","Gross National Income","2019","2019","millions","4014394.1716","X","International reliable sources",""
"MK","Macro Indicators","79","Germany","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","48066.764953","X","International reliable sources",""
"MK","Macro Indicators","79","Germany","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-2.212023","Fc","Calculated data",""
"MK","Macro Indicators","79","Germany","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.67174","Fc","Calculated data",""
"MK","Macro Indicators","81","Ghana","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","68353.477449","X","International reliable sources",""
"MK","Macro Indicators","81","Ghana","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2247.149748","X","International reliable sources",""
"MK","Macro Indicators","81","Ghana","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.600026","Fc","Calculated data",""
"MK","Macro Indicators","81","Ghana","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-0.573586","Fc","Calculated data",""
"MK","Macro Indicators","81","Ghana","6110","Value US$","22011","Gross National Income","2019","2019","millions","66867.367504","X","International reliable sources",""
"MK","Macro Indicators","81","Ghana","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","2198.293249","X","International reliable sources",""
"MK","Macro Indicators","81","Ghana","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.380179","Fc","Calculated data",""
"MK","Macro Indicators","81","Ghana","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.78873","Fc","Calculated data",""
"MK","Macro Indicators","84","Greece","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","205144.162906","X","International reliable sources",""
"MK","Macro Indicators","84","Greece","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19587.057271","X","International reliable sources",""
"MK","Macro Indicators","84","Greece","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-3.256455","Fc","Calculated data",""
"MK","Macro Indicators","84","Greece","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.805772","Fc","Calculated data",""
"MK","Macro Indicators","84","Greece","6110","Value US$","22011","Gross National Income","2019","2019","millions","203279.410556","X","International reliable sources",""
"MK","Macro Indicators","84","Greece","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","19409.011692","X","International reliable sources",""
"MK","Macro Indicators","84","Greece","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-3.067178","Fc","Calculated data",""
"MK","Macro Indicators","84","Greece","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.615612","Fc","Calculated data",""
"MK","Macro Indicators","85","Greenland","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","2982.226435","X","International reliable sources",""
"MK","Macro Indicators","85","Greenland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","52622.572605","X","International reliable sources",""
"MK","Macro Indicators","85","Greenland","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.913521","Fc","Calculated data",""
"MK","Macro Indicators","85","Greenland","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.100445","Fc","Calculated data",""
"MK","Macro Indicators","85","Greenland","6110","Value US$","22011","Gross National Income","2019","2019","millions","2901.783196","X","International reliable sources",""
"MK","Macro Indicators","85","Greenland","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","51203.119641","X","International reliable sources",""
"MK","Macro Indicators","85","Greenland","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.920356","Fc","Calculated data",""
"MK","Macro Indicators","85","Greenland","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.107266","Fc","Calculated data",""
"MK","Macro Indicators","86","Grenada","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1213.4854","X","International reliable sources",""
"MK","Macro Indicators","86","Grenada","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","10834.400864","X","International reliable sources",""
"MK","Macro Indicators","86","Grenada","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","4.026608","Fc","Calculated data",""
"MK","Macro Indicators","86","Grenada","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","3.516706","Fc","Calculated data",""
"MK","Macro Indicators","86","Grenada","6110","Value US$","22011","Gross National Income","2019","2019","millions","1096.619394","X","International reliable sources",""
"MK","Macro Indicators","86","Grenada","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","9790.982328","X","International reliable sources",""
"MK","Macro Indicators","86","Grenada","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","3.893962","Fc","Calculated data",""
"MK","Macro Indicators","86","Grenada","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","3.384709","Fc","Calculated data",""
"MK","Macro Indicators","89","Guatemala","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","77020.031893","X","International reliable sources",""
"MK","Macro Indicators","89","Guatemala","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4380.749911","X","International reliable sources",""
"MK","Macro Indicators","89","Guatemala","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","5.20579","Fc","Calculated data",""
"MK","Macro Indicators","89","Guatemala","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","3.209423","Fc","Calculated data",""
"MK","Macro Indicators","89","Guatemala","6110","Value US$","22011","Gross National Income","2019","2019","millions","75605.414901","X","International reliable sources",""
"MK","Macro Indicators","89","Guatemala","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","4300.289242","X","International reliable sources",""
"MK","Macro Indicators","89","Guatemala","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","5.443741","Fc","Calculated data",""
"MK","Macro Indicators","89","Guatemala","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","3.442859","Fc","Calculated data",""
"MK","Macro Indicators","90","Guinea","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","13513.809311","X","International reliable sources",""
"MK","Macro Indicators","90","Guinea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1058.143372","X","International reliable sources",""
"MK","Macro Indicators","90","Guinea","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","13.972967","Fc","Calculated data",""
"MK","Macro Indicators","90","Guinea","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","10.787452","Fc","Calculated data",""
"MK","Macro Indicators","90","Guinea","6110","Value US$","22011","Gross National Income","2019","2019","millions","12853.809309","X","International reliable sources",""
"MK","Macro Indicators","90","Guinea","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1006.464781","X","International reliable sources",""
"MK","Macro Indicators","90","Guinea","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","12.279658","Fc","Calculated data",""
"MK","Macro Indicators","90","Guinea","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","9.141471","Fc","Calculated data",""
"MK","Macro Indicators","175","Guinea-Bissau","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1322.269762","X","International reliable sources",""
"MK","Macro Indicators","175","Guinea-Bissau","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","688.351615","X","International reliable sources",""
"MK","Macro Indicators","175","Guinea-Bissau","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-4.353405","Fc","Calculated data",""
"MK","Macro Indicators","175","Guinea-Bissau","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-6.674659","Fc","Calculated data",""
"MK","Macro Indicators","175","Guinea-Bissau","6110","Value US$","22011","Gross National Income","2019","2019","millions","1350.173024","X","International reliable sources",""
